model,best_params,r2_mean,r2_std,mae_mean,mae_std,rmse_mean,rmse_std,feature_set
LinearRegression,{},0.04479132030196014,0.03096229179229585,43.259909379307445,2.3543832206343747,62.610836570366544,7.73894447329927,FS_no_ratio
Ridge,{'alpha': 100.0},0.04523003378493082,0.02861260931886152,43.204811676996044,2.3646365852124247,62.602993869854764,7.770518369624876,FS_no_ratio
RandomForest,"{'max_depth': 10, 'n_estimators': 300}",0.334232208798765,0.0830479703633655,36.263912259449846,2.1392686980973865,52.10963305976654,6.8132401611580455,FS_no_ratio
XGBoost,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300}",0.30361546806806217,0.1122123329216912,35.294358771531,2.2778523818738843,53.155024131404836,7.042763821095409,FS_no_ratio
LightGBM,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 31}",0.3342374080835281,0.0853187975577471,35.95212819639865,2.14998551727124,52.00310146416591,5.9775473887429795,FS_no_ratio
SVR,"{'C': 10.0, 'epsilon': 1.0}",0.04647897422546492,0.037132163472643774,41.05921158818079,2.5583162636460104,62.62330934184286,8.300553972167956,FS_no_ratio
LinearRegression,{},0.04761964822956229,0.03305893529854401,43.239530826313946,2.329099744817765,62.51158585183198,7.695288703498299,FS_with_ratio
Ridge,{'alpha': 1.0},0.04757372944596897,0.032124579693696385,43.20682112034176,2.347791314528037,62.51725740446252,7.7210971652140925,FS_with_ratio
RandomForest,"{'max_depth': 10, 'n_estimators': 300}",0.3272242011581922,0.08131125785901258,36.40054382948393,2.1732041274769465,52.41039280730993,6.94465136471702,FS_with_ratio
XGBoost,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300}",0.30335630212745207,0.11955476363450793,35.088444661354224,2.3711913266410383,53.133244690701495,7.130685543108764,FS_with_ratio
LightGBM,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 31}",0.33875792985644776,0.07951498102518008,35.54194028853592,2.2489890720330146,51.85143389499583,5.953806201287791,FS_with_ratio
SVR,"{'C': 10.0, 'epsilon': 1.0}",0.04107969228489851,0.03774083524471217,41.209276623401514,2.571581435819712,62.799419920552886,8.323131484492215,FS_with_ratio
