model,best_params,r2_mean,r2_std,mae_mean,mae_std,rmse_mean,rmse_std,feature_set
LinearRegression,{},0.021019574015534618,0.02135057790031761,44.046356595637555,2.5072408421480854,63.36665571815248,7.599317751097736,FS_no_rate
Ridge,{'alpha': 100.0},0.022197123215750396,0.019303719582423523,43.94833812071915,2.5093693587169525,63.336514668909096,7.650666815559229,FS_no_rate
RandomForest,"{'max_depth': 10, 'n_estimators': 100}",0.2216484724635817,0.11712710645628416,39.53266509928824,2.2868343778020526,56.157306367313446,6.563602313218998,FS_no_rate
XGBoost,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}",0.19287032957154507,0.09187104645335699,40.029756996137664,2.797937468174618,57.44014892326743,7.764084748608101,FS_no_rate
LightGBM,"{'learning_rate': 0.05, 'n_estimators': 100, 'num_leaves': 31}",0.17830108503198924,0.07353288531901221,40.575255253322375,2.195216979329527,57.86426138637113,6.327973224586003,FS_no_rate
SVR,"{'C': 10.0, 'epsilon': 1.0}",0.012748036708402537,0.02984846240709249,41.82786908773561,2.581975209008617,63.64716467751487,7.795821585580151,FS_no_rate
LinearRegression,{},0.03225366427074321,0.026605807842254192,43.73652458010528,2.2074747585123062,62.99678649311186,7.556237907427186,FS_with_rate
Ridge,{'alpha': 100.0},0.03323258854506451,0.02238364340377119,43.65945637197917,2.2929605745028785,62.977615900366885,7.62917081984181,FS_with_rate
RandomForest,"{'max_depth': 10, 'n_estimators': 300}",0.2218547874487536,0.11690853835429603,39.532663264812086,2.116305262764185,56.13021833199871,6.373279974121448,FS_with_rate
XGBoost,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}",0.18585529636506054,0.09784105459335259,40.10290270238123,2.904071930328986,57.683262091025384,7.937114681782722,FS_with_rate
LightGBM,"{'learning_rate': 0.05, 'n_estimators': 100, 'num_leaves': 31}",0.18318899083527923,0.07360161912188597,40.39170356396372,2.3065743429912735,57.701536990544604,6.4231460436727374,FS_with_rate
SVR,"{'C': 10.0, 'epsilon': 1.0}",0.021715204277287268,0.029739528808716168,41.50249406164379,2.5297190418047015,63.35950411780407,7.781907858057033,FS_with_rate
