model,best_params,r2_mean,r2_std,mae_mean,mae_std,rmse_mean,rmse_std,feature_set
LinearRegression,{},0.43915014012734577,0.06784914721390967,31.452075453826556,1.898148293224663,48.01568737824405,7.410166336852795,FS_no_chamber
Ridge,{'alpha': 100.0},0.43963081309259494,0.06624089675005224,31.23974220443569,1.8972103796190891,48.01831800955806,7.503338608199584,FS_no_chamber
RandomForest,"{'max_depth': 10, 'n_estimators': 100}",0.661568911261544,0.09840969109126686,22.43268161000657,1.3937512124994296,36.890459825510405,7.217508724702948,FS_no_chamber
XGBoost,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300}",0.6490118956405406,0.1065623637599893,21.090753588801622,1.907443518818376,37.608717005069614,8.012552837926973,FS_no_chamber
LightGBM,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 31}",0.6347642502060016,0.09366641600926265,21.613604543895725,1.6541874420809202,38.38018396805948,7.017570668277699,FS_no_chamber
SVR,"{'C': 10.0, 'epsilon': 1.0}",0.4634164092703191,0.0772986991672281,28.096579447695362,2.24706448353518,47.181814380856814,8.912827930594537,FS_no_chamber
LinearRegression,{},0.4348661692520323,0.06919953880481168,31.639723400421737,1.9062926312416186,48.188977041753205,7.406955660438761,FS_with_chamber
Ridge,{'alpha': 100.0},0.43596189080427217,0.06735754296441995,31.3740786567172,1.9034789474751515,48.16741544389603,7.5039608860422025,FS_with_chamber
RandomForest,"{'max_depth': 10, 'n_estimators': 100}",0.6531064717621008,0.09353873008232112,22.927491111928873,1.3748578663946143,37.41695714300554,7.100990973945604,FS_with_chamber
XGBoost,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300}",0.6483521757963113,0.10847660454724456,21.867592063291358,1.6721638769358655,37.57351946286606,7.769822241887295,FS_with_chamber
LightGBM,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 31}",0.6253952743772787,0.09607320713398136,22.806046522403076,1.7272119107524286,38.8673004964055,7.144452634816963,FS_with_chamber
SVR,"{'C': 10.0, 'epsilon': 1.0}",0.393975720347101,0.0661373142120893,30.566633154622128,2.2685039908716846,50.10169014145958,8.658793597549735,FS_with_chamber
