model,best_params,r2_mean,r2_std,mae_mean,mae_std,rmse_mean,rmse_std,feature_set
LinearRegression,{},0.16347302512925627,0.07726108752413369,40.49506470879731,1.9861147220322908,58.422755836603024,6.725547553119408,FS1_Lot_only
Ridge,{'alpha': 100.0},0.16575237135033793,0.07072294422945191,40.42595448423898,2.009904209826287,58.37244494925489,6.816470901311851,FS1_Lot_only
RandomForest,"{'max_depth': 10, 'n_estimators': 300}",0.16675428409163587,0.07279220183982714,40.462068848059154,2.1148264917644704,58.32721203821995,6.777033095781591,FS1_Lot_only
XGBoost,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100}",0.16819880370116025,0.07101735404283332,40.37433240105782,2.0643275016514857,58.28582255124958,6.800999202870899,FS1_Lot_only
LightGBM,"{'learning_rate': 0.05, 'n_estimators': 100, 'num_leaves': 15}",0.16426286721944852,0.0764619152113631,40.451043878287514,2.002467116732095,58.399868125384664,6.743734987158732,FS1_Lot_only
SVR,"{'C': 10.0, 'epsilon': 1.0}",0.12666024070074386,0.06483450736926379,39.745467701473764,2.419535204260927,59.79474885001254,7.3561954201129955,FS1_Lot_only
LinearRegression,{},0.16518906423186924,0.07857011129587989,40.43336722065907,2.042166763425564,58.364495161900216,6.772001622406686,FS2_Lot_plus_type_vapor
Ridge,{'alpha': 100.0},0.16758495385148617,0.07226144974433685,40.37357754564885,2.063432081841754,58.30962884818531,6.862743218380853,FS2_Lot_plus_type_vapor
RandomForest,"{'max_depth': 10, 'n_estimators': 100}",0.16944428710732948,0.07348868884552244,40.36716683880005,2.1031200117976727,58.234828764206924,6.805413854403676,FS2_Lot_plus_type_vapor
XGBoost,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100}",0.17169987719235927,0.07154833970796005,40.238180913808364,2.0558491733956337,58.16902557545827,6.856931197073029,FS2_Lot_plus_type_vapor
LightGBM,"{'learning_rate': 0.05, 'n_estimators': 100, 'num_leaves': 15}",0.1686556153873103,0.07884906098814626,40.26584803952083,1.9888621208712802,58.24713119334431,6.791246362008495,FS2_Lot_plus_type_vapor
SVR,"{'C': 10.0, 'epsilon': 1.0}",0.13124517442735173,0.0642648283514002,39.46667961846487,2.4136789921041366,59.647691033678605,7.410196651669079,FS2_Lot_plus_type_vapor
